,R,F,M,C,L
42344,85,4,5602,0.737345591,62
42345,167,7,6633,0.6226775210000001,72
42346,72,10,6897,0.59877483,22
42347,140,3,8913,0.46333333299999996,25
42348,242,2,5791,0.71308755,100
42349,26,11,6615,0.624232804,53
42350,532,4,6676,0.618506591,112
42351,50,3,4453,0.927219852,18
42352,57,3,5593,0.738170928,40
42353,246,6,5556,0.743034557,77
42354,51,2,4677,0.882617062,27
42355,354,2,2752,1.5,29
42356,25,9,5814,0.70997248,29
42357,422,3,5242,0.787428462,18
42358,146,6,6141,0.6721429729999999,84
42359,28,7,7987,0.5166821079999999,110
42360,271,5,8141,0.50683577,43
42361,179,3,6654,0.62,74
42362,657,4,6082,0.6782801709999999,47
42363,11,5,6597,0.625272093,80
42364,207,3,4583,0.90002182,20
42365,236,8,8570,0.48125320899999996,26
42366,143,5,5863,0.703433396,30
42367,137,6,7278,0.566666667,36
42368,151,5,5096,0.809283752,50
42369,214,6,5598,0.736666667,20
42370,75,3,4867,0.847252928,70
42371,176,2,7298,0.565,27
42372,306,6,9622,0.428533569,73
42373,227,4,7209,0.571925371,21
42374,667,6,7170,0.575,80
42375,354,7,7895,0.522172261,23
42376,150,4,4842,0.851340355,71
42377,199,4,8723,0.472549582,70
42378,55,3,6121,0.673414475,56
42379,113,4,6196,0.665261459,64
42380,392,6,7485,0.550688043,20
42381,235,3,4366,0.9439670179999999,40
42382,260,5,5645,0.730015943,68
42383,427,2,5684,0.725,35
42384,31,2,5684,0.725,72
42385,650,2,5684,0.725,44
42386,106,3,5112,0.805970266,71
42387,270,5,5936,0.694083558,14
42388,69,8,7506,0.548844924,104
42389,675,2,4604,0.8947654209999999,63
42390,360,4,5543,0.743117445,104
42391,121,5,6483,0.6353632579999999,44
42392,565,2,5203,0.791658658,29
42393,21,7,7604,0.541663598,34
42394,36,12,5206,0.7911256240000001,16
42395,90,2,3158,1.304164028,74
42396,34,4,4897,0.840945477,92
42397,270,3,6011,0.684919315,17
42398,112,4,7820,0.526341432,63
42399,104,6,6576,0.6258987229999999,101
42400,320,6,7711,0.533756971,29
42401,614,5,4987,0.825295769,71
42402,174,4,5390,0.763506494,15
42403,657,3,6192,0.6645994829999999,107
42404,230,4,4268,0.964142455,29
42405,44,2,5344,0.77,49
42406,5,4,5013,0.8208398159999999,27
42407,181,5,4900,0.839714286,90
42408,41,5,6551,0.628070524,96
42409,216,4,5243,0.784758726,62
42410,13,6,6612,0.622205082,69
42411,282,7,8813,0.46680472,83
42412,43,3,4389,0.9372795629999999,59
42413,14,3,6032,0.681954576,76
42414,52,14,6300,0.652857143,66
42415,136,7,6362,0.64646652,48
42416,456,5,4659,0.882743078,46
42417,226,2,6138,0.67,13
42418,132,5,5735,0.717049695,75
42419,516,5,6767,0.607676962,31
42420,558,2,3378,1.21714032,53
42421,568,5,6808,0.603892479,50
42422,26,6,5180,0.793671815,20
42423,375,4,5508,0.7464052290000001,17
42424,364,8,4632,0.8875,12
42425,84,6,7074,0.581085666,78
42426,96,3,8945,0.45953158200000005,12
42427,28,5,8341,0.492767054,18
42428,509,2,6850,0.6,28
42429,44,2,4644,0.885,23
42430,418,7,5042,0.815093217,52
42431,360,5,7082,0.5802880539999999,29
42432,230,3,4938,0.832146618,18
42433,84,11,7872,0.521979167,52
42434,3,6,7481,0.5491939579999999,15
42435,690,2,3621,1.134576084,65
42436,510,3,5601,0.7333333329999999,18
42437,55,2,6312,0.650665399,26
42438,44,6,12021,0.34163297600000003,66
42439,61,5,5894,0.6967102140000001,18
42440,439,7,4799,0.8556574290000001,88
42441,340,2,6678,0.6148846960000001,73
42442,16,9,7400,0.554881081,62
42443,568,3,5446,0.753920308,19
42444,4,8,6461,0.63547748,41
42445,702,2,4692,0.875,44
42446,284,3,4969,0.82619038,91
42447,340,6,5725,0.717074236,37
42448,203,3,4539,0.9043820220000001,18
42449,139,5,6883,0.596357693,66
42450,37,3,4715,0.870540827,51
42451,304,6,6355,0.6458457910000001,33
42452,221,5,4759,0.862420677,14
42453,88,8,5122,0.8012670829999999,17
42454,263,3,5080,0.807864173,15
42455,38,3,4729,0.867665468,44
42456,258,2,2822,1.45388377,80
42457,87,7,5047,0.812857143,15
42458,362,5,5582,0.734915801,33
42459,554,3,4623,0.8873458790000001,19
42460,218,6,8024,0.511221336,16
42461,217,5,5657,0.72511225,15
42462,89,4,8289,0.494841356,15
42463,392,3,7894,0.5195971620000001,66
42464,123,5,7831,0.523773464,16
42465,347,4,5208,0.7875,30
42466,6,7,7070,0.58,14
42467,397,4,5560,0.7375,20
42468,44,5,7637,0.536908472,36
42469,34,4,7211,0.568609069,90
42470,228,6,7580,0.5409168870000001,82
42471,250,10,6560,0.625,34
42472,47,5,9953,0.411921029,12
42473,18,5,7289,0.562433804,29
42474,107,6,6332,0.647427353,49
42475,170,2,4957,0.826951785,32
42476,445,3,5856,0.7,109
42477,487,3,5856,0.7,21
42478,187,4,4373,0.937383947,39
42479,4,8,4926,0.832131547,36
42480,657,4,6138,0.667741935,23
42481,174,5,5085,0.8059999999999999,40
42482,340,5,5728,0.7155202509999999,31
42483,4,9,5463,0.750140948,12
42484,527,6,5792,0.707518992,18
42485,91,5,6997,0.5856424179999999,64
42486,226,3,4711,0.8694799409999999,46
42487,111,4,7087,0.5779638779999999,23
42488,123,8,8156,0.502187347,16
42489,409,4,7472,0.548112955,42
42490,65,6,6255,0.654746603,16
42491,27,4,5637,0.7264715270000001,62
42492,355,4,4207,0.973377704,56
42493,548,2,3519,1.163540779,45
42494,57,5,4378,0.935237551,80
42495,8,6,4765,0.859269675,12
42496,12,8,5559,0.736486778,19
42497,127,4,5030,0.8139324059999999,100
42498,697,4,6550,0.625,23
42499,45,3,5130,0.7979766079999999,13
42500,663,2,2729,1.5,40
42501,400,5,7845,0.52179095,38
42502,128,5,5807,0.70486654,76
42503,227,5,8176,0.50058953,14
42504,485,4,5139,0.796419537,18
42505,323,2,4536,0.9022266309999999,19
42506,378,4,6550,0.6247709920000001,53
42507,82,4,5158,0.793361768,93
42508,80,2,6600,0.62,61
42509,646,4,3382,1.20993495,21
42510,112,8,6232,0.656521181,26
42511,43,2,3934,1.04,78
42512,289,4,5149,0.7945445720000001,38
42513,688,3,6463,0.63298004,55
42514,694,3,5827,0.701879183,23
42515,168,5,6487,0.630437799,26
42516,182,4,7713,0.530208738,57
42517,46,4,4486,0.911596077,14
42518,28,4,9917,0.41233739999999997,12
42519,42,8,6636,0.616198011,15
42520,10,7,4805,0.851001041,48
42521,523,9,5220,0.783333333,32
42522,641,4,5111,0.8,82
42523,2,3,5818,0.702784462,17
42524,441,2,5309,0.770126201,14
42525,49,2,4986,0.82,75
42526,254,5,5787,0.70649905,14
42527,475,4,5972,0.684594776,18
42528,206,4,6931,0.589868706,16
42529,14,6,5704,0.71673913,52
42530,147,3,7073,0.578002262,13
42531,118,4,5857,0.69800239,63
42532,44,11,6028,0.678181818,28
42533,226,4,4928,0.829545455,55
42534,429,3,8760,0.46666666700000003,17
42535,50,6,6855,0.5963165570000001,38
42536,591,5,5740,0.712108014,27
42537,443,8,6954,0.587791199,38
42538,92,4,5314,0.769147535,45
42539,501,7,6088,0.671353482,104
42540,292,6,5856,0.6979098359999999,38
42541,224,7,8365,0.488571429,38
42542,13,5,6880,0.594,68
42543,407,3,5985,0.682781955,28
42544,201,5,5668,0.720808045,26
42545,56,6,8651,0.472258698,40
42546,43,3,5134,0.795747955,93
42547,22,5,5253,0.77770988,40
42548,281,7,6316,0.646759025,36
42549,281,4,6102,0.6693313670000001,53
42550,265,5,6979,0.585194154,39
42551,11,5,6206,0.658038995,84
42552,147,6,6496,0.628457512,72
42553,622,4,5659,0.721293515,68
42554,42,2,4636,0.880440035,94
42555,235,8,6451,0.632652302,38
42556,48,7,7139,0.571676705,69
42557,78,3,5934,0.687728345,14
42558,24,4,5573,0.73227705,30
42559,142,6,7582,0.538232656,16
42560,121,4,7325,0.557051195,92
42561,4,6,4705,0.86722848,26
42562,253,7,6423,0.635240542,16
42563,553,5,5118,0.79719617,51
42564,308,3,4994,0.816980376,30
42565,263,4,5496,0.7423216890000001,60
42566,590,3,5608,0.727478602,96
42567,247,6,5448,0.748691263,35
42568,148,3,6114,0.667122996,12
42569,710,3,5467,0.746067313,59
42570,362,4,5448,0.748641703,36
42571,198,4,5888,0.692632473,55
42572,99,4,4658,0.8755130959999999,29
42573,678,3,6117,0.666666667,49
42574,322,4,4718,0.86430691,82
42575,266,4,6430,0.634175739,20
42576,4,4,5784,0.705,15
42577,241,3,4338,0.94,23
42578,35,6,8300,0.49126506,21
42579,219,4,8364,0.4875,39
42580,671,4,5554,0.734056536,84
42581,18,3,4169,0.977886783,18
42582,39,5,5804,0.702355272,69
42583,111,5,7010,0.581520685,27
42584,678,2,6522,0.625,26
42585,11,6,6324,0.644524035,79
42586,290,4,5434,0.750080972,47
42587,160,6,5801,0.7025340459999999,83
42588,480,3,5931,0.687042657,53
42589,99,4,5079,0.80229179,51
42590,193,4,6832,0.596406616,27
42591,165,3,3217,1.266562014,15
42592,262,4,6486,0.6282022820000001,23
42593,84,5,4208,0.9679111220000001,93
42594,314,5,5264,0.7737272040000001,29
42595,152,2,4671,0.871890387,104
42596,15,7,6228,0.653879255,49
42597,216,14,8120,0.501428571,34
42598,330,9,6849,0.594444444,84
42599,162,5,5833,0.697968455,28
42600,504,3,9047,0.45,16
42601,90,9,7690,0.529336801,31
42602,212,2,5286,0.77,26
42603,56,4,4866,0.8364611590000001,56
42604,209,2,5286,0.77,51
42605,186,2,5286,0.77,62
42606,242,2,5286,0.77,39
42607,237,6,6588,0.617780814,21
42608,264,5,5548,0.7335652490000001,52
42609,160,5,5639,0.721617308,72
42610,296,4,7387,0.5508230679999999,30
42611,61,7,9622,0.42283932700000004,27
42612,480,7,6125,0.664236735,50
42613,21,9,9374,0.43399509299999994,33
42614,208,3,4422,0.92,82
42615,153,8,5773,0.7046804090000001,35
42616,64,3,7983,0.509551547,61
42617,172,3,4401,0.924226312,106
42618,32,5,5097,0.7979615459999999,15
42619,97,3,6134,0.6630551029999999,44
42620,31,6,8244,0.493333333,42
42621,166,6,4882,0.832978288,53
42622,75,4,4384,0.927586679,100
42623,464,4,4454,0.912999551,20
42624,210,4,6294,0.646027963,88
42625,6,4,4713,0.8626946740000001,24
42626,139,6,6809,0.5971214570000001,75
42627,346,5,6703,0.606549306,98
42628,410,5,9045,0.449474848,23
42629,65,4,8166,0.497854519,43
42630,54,5,5293,0.7680748159999999,42
42631,604,5,4323,0.940388619,47
42632,450,2,3966,1.025,44
42633,472,2,5420,0.75,15
42634,273,3,4708,0.8634154629999999,17
42635,383,4,6955,0.584457225,37
42636,428,3,6252,0.650167946,30
42637,326,10,11644,0.34908966,105
42638,15,3,9389,0.432917244,52
42639,48,7,5997,0.6777505420000001,37
42640,636,6,5983,0.679257897,38
42641,367,5,5103,0.796394278,77
42642,496,2,4644,0.875,16
42643,496,2,4644,0.875,16
42644,330,4,7388,0.55,22
42645,390,3,5291,0.767983368,30
42646,39,3,4338,0.936666667,20
42647,299,6,4136,0.982398453,72
42648,290,4,8063,0.503921617,38
42649,124,7,7778,0.52224865,29
42650,444,3,10872,0.37358351700000003,15
42651,26,4,4917,0.825997559,69
42652,481,3,5332,0.761627907,31
42653,260,3,4981,0.8152901020000001,26
42654,141,5,6869,0.591174843,64
42655,415,3,4650,0.8732043009999999,28
42656,254,4,4551,0.892120413,19
42657,648,4,5600,0.725,54
42658,677,7,4060,1.0,41
42659,231,6,6646,0.6108907610000001,79
42660,231,3,4958,0.81883219,14
42661,40,6,5574,0.7283333329999999,26
42662,617,4,7266,0.558711808,56
42663,4,3,4583,0.885751691,33
42664,130,3,4746,0.855311842,12
42665,20,4,4742,0.8559278790000001,99
42666,579,4,6220,0.6524517679999999,75
42667,440,4,7379,0.5499525679999999,108
42668,111,9,6925,0.585955235,24
42669,288,3,8949,0.45333333299999995,42
42670,152,3,7436,0.54556213,68
42671,326,3,4833,0.839354438,82
42672,383,3,6167,0.657791471,44
42673,121,7,4543,0.892857143,77
42674,414,4,8119,0.499599704,67
42675,483,3,4056,1.0,16
42676,511,3,3353,1.209662988,67
42677,298,4,7580,0.535081794,64
42678,334,7,6916,0.586444477,16
42679,22,10,4209,0.963608933,62
42680,136,5,4884,0.830427928,12
42681,40,5,5307,0.764230262,47
42682,44,5,4534,0.8945213940000001,35
42683,112,5,6452,0.628586485,47
42684,45,4,4506,0.90002885,30
42685,231,3,4130,0.9819273609999999,85
42686,148,5,4927,0.823070834,15
42687,402,4,4384,0.925,26
42688,694,4,7010,0.578459344,70
42689,19,7,8602,0.471383399,18
42690,579,7,5275,0.7686824640000001,55
42691,186,8,9220,0.43978308,34
42692,69,4,5987,0.677255721,23
42693,704,2,6238,0.65,23
42694,621,2,6238,0.65,26
42695,421,2,6238,0.65,72
42696,380,3,9357,0.433333333,23
42697,441,2,6238,0.65,19
42698,67,3,6402,0.6333333329999999,103
42699,33,6,2887,1.40439903,18
42700,116,6,4430,0.9151693000000001,78
42701,2,6,5967,0.6794134409999999,28
42702,120,3,4242,0.955685997,38
42703,181,3,6180,0.655987055,26
42704,120,6,7135,0.5681850039999999,79
42705,7,8,5104,0.794230016,24
42706,441,3,5317,0.762394207,20
42707,255,3,7123,0.569091675,81
42708,286,3,5401,0.750444362,17
42709,694,2,4226,0.9590392809999999,71
42710,7,5,9109,0.444922604,80
42711,43,5,5566,0.72809558,28
42712,52,4,4948,0.818965238,78
42713,416,4,7162,0.565784697,38
42714,50,3,5373,0.75411502,17
42715,136,6,7603,0.5328830720000001,14
42716,168,3,7436,0.544846692,24
42717,246,2,4801,0.843870027,64
42718,327,5,6707,0.604040555,64
42719,6,2,5408,0.7491068790000001,71
42720,192,2,6138,0.66,55
42721,306,5,5730,0.706980803,33
42722,226,4,5144,0.7875,45
42723,132,6,5574,0.726666667,16
42724,360,3,6231,0.65,13
42725,341,6,6868,0.589633081,63
42726,537,6,4454,0.909003143,35
42727,81,6,4906,0.8252181000000001,36
42728,154,6,6436,0.629039776,14
42729,232,9,5220,0.7755555559999999,52
42730,444,3,4678,0.8654125690000001,29
42731,56,4,5873,0.6892712409999999,31
42732,115,8,7357,0.5502161210000001,89
42733,270,5,5840,0.693138699,33
42734,176,5,4317,0.937665045,19
42735,49,5,4284,0.944864613,78
42736,78,5,7343,0.551209315,23
42737,179,4,5354,0.755915204,67
42738,328,5,5811,0.6963861640000001,71
42739,137,8,7456,0.5426716739999999,33
42740,394,5,7251,0.557957523,72
42741,3,6,8083,0.500513423,80
42742,69,4,6413,0.63084048,20
42743,492,8,6293,0.6428412520000001,85
42744,14,8,7096,0.57,37
42745,11,3,5530,0.73140868,66
42746,70,8,9128,0.44308282200000004,19
42747,332,7,6430,0.628989114,76
42748,359,3,5643,0.716666667,71
42749,249,3,5643,0.716666667,16
42750,51,4,3577,1.130587084,12
42751,226,4,4692,0.861879795,53
42752,708,4,9280,0.435765086,23
42753,603,4,5428,0.7449521,107
42754,367,3,6238,0.6482125679999999,16
42755,691,3,4830,0.837101449,22
42756,346,3,3777,1.07045274,39
42757,14,3,5048,0.80088748,15
42758,120,7,6413,0.630391392,89
42759,713,2,2695,1.5,43
42760,79,3,4624,0.87421064,12
42761,616,3,4172,0.9688878240000001,70
42762,464,4,6502,0.621685635,18
42763,221,6,5429,0.7445220109999999,14
42764,70,3,6774,0.596666667,34
42765,5,6,7436,0.543538193,38
42766,198,2,4801,0.841782962,18
42767,96,4,7078,0.570974852,30
42768,75,4,4779,0.845649718,71
42769,89,4,7267,0.556076785,67
42770,361,7,8781,0.46016399,90
42771,11,6,4815,0.839156802,87
42772,25,6,5556,0.727224622,53
42773,225,6,5125,0.787884878,12
42774,286,4,5859,0.689175627,63
42775,533,3,5611,0.719586526,41
42776,145,4,4175,0.9670419159999999,18
42777,238,4,5484,0.736196207,54
42778,2,6,5743,0.702979279,52
42779,228,8,4536,0.89,68
42780,137,3,6880,0.586764535,22
42781,73,7,7051,0.5724705720000001,65
42782,167,5,8333,0.484387375,89
42783,33,5,5291,0.762878473,107
42784,14,7,5907,0.6833113259999999,35
42785,311,7,6148,0.656522446,53
42786,31,6,5866,0.688056597,36
42787,571,4,4036,1.0,25
42788,264,4,5224,0.772461715,82
42789,458,5,5277,0.7646769,37
42790,94,3,5519,0.731001993,15
42791,347,9,4752,0.848968855,69
42792,603,3,4781,0.843798369,74
42793,124,5,6666,0.605175518,48
42794,273,5,6360,0.63427673,14
42795,284,9,7876,0.51218131,32
42796,250,4,2768,1.45734104,14
42797,125,4,4834,0.8344600740000001,68
42798,161,5,7064,0.571020668,17
42799,567,5,6169,0.6538579999999999,81
42800,114,4,6177,0.6529965999999999,72
42801,20,5,5242,0.769437238,72
42802,37,7,5087,0.7928739929999999,20
42803,353,4,5077,0.79443569,38
42804,84,8,10102,0.39925361299999995,22
42805,108,9,5715,0.705669291,27
42806,289,4,6776,0.595138725,102
42807,37,7,6141,0.656629213,45
42808,127,5,9782,0.412200981,23
42809,297,3,4938,0.81654921,46
42810,68,6,8054,0.500551279,62
42811,121,4,5726,0.704042962,12
42812,488,3,6026,0.668934617,40
42813,492,2,4957,0.813193464,20
42814,196,5,4779,0.84347353,35
42815,244,5,4220,0.955203791,30
42816,236,2,2726,1.478573001,14
42817,173,3,2799,1.44,51
42818,20,6,6555,0.614828375,97
42819,239,5,5228,0.770793803,89
42820,261,7,7949,0.506941754,24
42821,247,6,6282,0.6414517670000001,50
42822,251,6,4140,0.973333333,23
42823,54,5,6860,0.587389213,19
42824,467,5,7611,0.5294113779999999,67
42825,163,4,13777,0.29246207399999996,50
42826,344,5,5427,0.7423806890000001,16
42827,7,3,3237,1.244569045,74
42828,378,6,7691,0.523807047,64
42829,12,22,5831,0.690768307,44
42830,563,3,4658,0.864705882,36
42831,720,2,7672,0.525,71
42832,361,2,7672,0.525,27
42833,253,4,3384,1.190195035,46
42834,20,7,6056,0.665029723,19
42835,544,2,7322,0.55,31
42836,116,3,4685,0.8593639270000001,77
42837,202,3,4569,0.881076822,45
42838,457,3,7104,0.566666667,40
42839,353,5,5467,0.736327053,21
42840,70,5,5477,0.73494979,14
42841,67,7,7690,0.5234109229999999,71
42842,70,7,6615,0.60844898,28
42843,38,3,5976,0.673475569,36
42844,237,6,9343,0.430754576,36
42845,76,5,6160,0.653295455,76
42846,263,6,5740,0.701097561,17
42847,329,10,5790,0.695,28
42848,87,4,7417,0.542534718,17
42849,45,8,6440,0.624822981,14
42850,13,9,5733,0.701852433,90
42851,31,4,7649,0.525989018,16
42852,37,3,4812,0.8359351620000001,26
42853,435,3,5989,0.671564535,35
42854,1,6,6713,0.599079398,45
42855,297,3,6855,0.586666667,72
42856,18,11,5051,0.7961829340000001,15
42857,159,5,5853,0.687042542,18
42858,331,4,7010,0.573623395,14
42859,627,2,5191,0.774609902,56
42860,353,3,4021,1.0,47
42861,205,2,5977,0.6727003509999999,36
42862,120,6,6830,0.588682284,82
42863,443,2,4020,1.0,36
42864,420,5,6396,0.628517824,30
42865,399,2,4020,1.0,49
42866,132,3,4855,0.828004119,28
42867,214,4,4499,0.8935007779999999,72
42868,249,5,4029,0.997691735,90
42869,136,5,5218,0.7703334609999999,81
42870,201,3,4879,0.823812257,18
42871,4,5,7498,0.536049613,15
42872,43,4,5486,0.7325428359999999,21
42873,423,7,8181,0.491193008,20
42874,422,2,6988,0.575,14
42875,239,3,5542,0.724931433,27
42876,71,2,5286,0.76,65
42877,231,3,6884,0.583486345,58
42878,57,3,5148,0.78009324,28
42879,158,4,5098,0.787514712,32
42880,178,2,3451,1.1632396409999999,93
42881,155,7,6529,0.614841476,15
42882,339,6,5456,0.735712977,23
42883,27,4,4412,0.909782412,46
42884,269,4,5126,0.783027702,48
42885,227,3,4931,0.813987021,54
42886,6,6,6969,0.575845889,19
42887,296,4,7445,0.539006044,62
42888,287,6,11802,0.34,18
42889,16,3,5901,0.68,35
42890,4,4,4498,0.89193197,17
42891,537,5,4665,0.86,18
42892,97,8,5052,0.7940815520000001,41
42893,178,5,6133,0.654071417,27
42894,281,2,4156,0.96520693,14
42895,715,4,4142,0.9684210529999999,74
42896,288,5,7347,0.545957534,12
42897,647,2,5942,0.675,21
42898,2,2,5420,0.74,50
42899,88,4,4444,0.9025,13
42900,102,6,4438,0.903708878,82
42901,262,3,5906,0.679036573,81
42902,84,11,4477,0.89575832,50
42903,146,6,4965,0.807579053,96
42904,410,6,8196,0.489214251,75
42905,521,5,7123,0.5629088870000001,33
42906,170,4,7591,0.528178106,40
42907,258,6,5397,0.7428701129999999,15
42908,224,7,5632,0.711835938,73
42909,322,4,4009,1.0,21
42910,697,3,5863,0.683779635,30
42911,474,7,5128,0.781776521,67
42912,698,3,8403,0.477032012,23
42913,126,9,6618,0.605684497,57
42914,178,3,5466,0.7333333329999999,16
42915,73,3,4238,0.945582822,78
42916,353,6,5410,0.740720887,15
42917,3,6,6348,0.63126339,80
42918,189,2,5684,0.705,65
42919,126,4,6655,0.602103681,97
42920,536,3,5528,0.724855282,61
42921,135,3,4696,0.8532410559999999,95
42922,705,2,5342,0.75,23
42923,168,2,5342,0.75,72
42924,428,3,8013,0.5,55
42925,118,5,4066,0.985349238,17
42926,297,8,10472,0.3825,17
42927,77,7,7801,0.513439303,32
42928,397,5,8138,0.49214794799999995,32
42929,17,5,6562,0.610301737,19
42930,480,5,6178,0.648203302,42
42931,186,6,5024,0.797038217,47
42932,14,6,7106,0.5634829720000001,24
42933,163,9,5883,0.680618732,31
42934,121,6,4661,0.859038833,31
42935,213,6,5142,0.778611435,33
42936,590,4,5022,0.797212266,30
42937,277,2,5186,0.7719051290000001,14
42938,26,6,5957,0.6719825420000001,76
42939,265,3,5122,0.78152089,70
42940,192,4,5208,0.768486943,27
42941,30,9,8362,0.47862114299999997,42
42942,203,6,4850,0.8251381440000001,80
42943,667,3,5457,0.7333333329999999,61
42944,93,5,6663,0.600591325,37
42945,633,4,4882,0.819643589,23
42946,261,3,3067,1.304642974,70
42947,287,5,5259,0.760829055,31
42948,318,3,6032,0.663295756,14
42949,13,4,8738,0.457881666,31
42950,142,3,6384,0.6266666670000001,51
42951,299,6,6038,0.662553826,85
42952,14,7,6708,0.59622093,71
42953,166,6,5600,0.714169643,40
42954,502,5,6318,0.632953466,63
42955,303,3,5602,0.713634416,37
42956,116,6,7744,0.516225465,15
42957,308,4,6844,0.584088252,32
42958,10,7,6841,0.584334162,82
42959,216,5,6693,0.597134319,103
42960,136,3,5148,0.776297591,50
42961,116,5,5845,0.683656116,28
42962,600,4,7044,0.567262919,21
42963,62,4,6798,0.587765519,81
42964,634,5,4744,0.842232293,51
42965,145,6,7081,0.5642042079999999,102
42966,538,8,4632,0.8625,22
42967,232,3,6464,0.61796875,13
42968,84,6,6053,0.659773666,14
42969,112,3,5324,0.7500995490000001,28
42970,29,6,4917,0.812159854,37
42971,153,4,5202,0.7676509029999999,34
42972,3,4,7868,0.5075,15
42973,335,8,5645,0.707316209,33
42974,16,4,5288,0.7550586229999999,14
42975,298,7,8433,0.473443614,91
42976,11,5,5172,0.771832947,20
42977,47,6,6310,0.632562599,12
